=====================================================================
Created: 2013-11-15 16:17:16.293725
=====================================================================

CODE | VALUE | TYPE | TIME
4, 458792, 4, 1384561036.341810
28, 0, 1, 1384561036.341817
4, 458763, 4, 1384561038.413799
35, 1, 1, 1384561038.413807
4, 458763, 4, 1384561038.493801
35, 0, 1, 1384561038.493808
4, 458760, 4, 1384561038.509783
18, 1, 1, 1384561038.509789
4, 458760, 4, 1384561038.613722
18, 0, 1, 1384561038.613726
4, 458767, 4, 1384561038.629782
38, 1, 1, 1384561038.629789
4, 458767, 4, 1384561038.693794
38, 0, 1, 1384561038.693801
4, 458767, 4, 1384561038.805749
38, 1, 1, 1384561038.805756
4, 458767, 4, 1384561038.901791
38, 0, 1, 1384561038.901799
4, 458770, 4, 1384561039.5788
24, 1, 1, 1384561039.5795
4, 458770, 4, 1384561039.117790
24, 0, 1, 1384561039.117798
4, 458796, 4, 1384561039.141779
57, 1, 1, 1384561039.141785
4, 458796, 4, 1384561039.197790
57, 0, 1, 1384561039.197797
4, 458763, 4, 1384561039.245783
35, 1, 1, 1384561039.245790
4, 458763, 4, 1384561039.341784
35, 0, 1, 1384561039.341791
4, 458760, 4, 1384561039.397774
18, 1, 1, 1384561039.397780
4, 458760, 4, 1384561039.477786
18, 0, 1, 1384561039.477794
4, 458767, 4, 1384561039.485766
38, 1, 1, 1384561039.485775
4, 458767, 4, 1384561039.557787
38, 0, 1, 1384561039.557794
4, 458767, 4, 1384561039.645775
38, 1, 1, 1384561039.645782
4, 458767, 4, 1384561039.725783
38, 0, 1, 1384561039.725790
4, 458770, 4, 1384561039.821783
24, 1, 1, 1384561039.821790
4, 458770, 4, 1384561039.917784
24, 0, 1, 1384561039.917792
4, 458796, 4, 1384561040.229779
57, 1, 1, 1384561040.229787
4, 458796, 4, 1384561040.317780
57, 0, 1, 1384561040.317788
4, 458763, 4, 1384561040.381713
35, 1, 1, 1384561040.381717
4, 458763, 4, 1384561040.485788
35, 0, 1, 1384561040.485795
4, 458760, 4, 1384561040.557768
18, 1, 1, 1384561040.557774
4, 458767, 4, 1384561040.621784
38, 1, 1, 1384561040.621792
4, 458760, 4, 1384561040.637777
18, 0, 1, 1384561040.637784
4, 458767, 4, 1384561040.685730
38, 0, 1, 1384561040.685733
4, 458767, 4, 1384561040.789774
38, 1, 1, 1384561040.789782
4, 458767, 4, 1384561040.861775
38, 0, 1, 1384561040.861782
4, 458770, 4, 1384561040.957771
24, 1, 1, 1384561040.957778
4, 458770, 4, 1384561041.61777
24, 0, 1, 1384561041.61784
4, 458796, 4, 1384561041.365772
57, 1, 1, 1384561041.365779
4, 458796, 4, 1384561041.445766
57, 0, 1, 1384561041.445773
4, 458778, 4, 1384561041.469761
17, 1, 1, 1384561041.469768
4, 458770, 4, 1384561041.557775
24, 1, 1, 1384561041.557783
4, 458778, 4, 1384561041.581774
17, 0, 1, 1384561041.581781
4, 458773, 4, 1384561041.669775
19, 1, 1, 1384561041.669782
4, 458770, 4, 1384561041.677766
24, 0, 1, 1384561041.677772
4, 458773, 4, 1384561041.757777
19, 0, 1, 1384561041.757783
4, 458767, 4, 1384561041.781769
38, 1, 1, 1384561041.781776
4, 458759, 4, 1384561041.877768
32, 1, 1, 1384561041.877776
4, 458767, 4, 1384561041.885766
38, 0, 1, 1384561041.885772
4, 458759, 4, 1384561041.981768
32, 0, 1, 1384561041.981774
4, 458796, 4, 1384561041.981779
57, 1, 1, 1384561041.981783
4, 458796, 4, 1384561042.77768
57, 0, 1, 1384561042.77775
4, 458778, 4, 1384561042.493774
