=====================================================================
Created: 2013-11-15 16:23:55.684538
=====================================================================

CODE | VALUE | TYPE | TIME
4, 458792, 4, 1384561435.731179
28, 0, 1, 1384561435.731188
4, 458774, 4, 1384561436.619173
31, 1, 1, 1384561436.619182
4, 458759, 4, 1384561436.627171
32, 1, 1, 1384561436.627179
4, 458766, 4, 1384561436.643135
37, 1, 1, 1384561436.643142
4, 458767, 4, 1384561436.699172
38, 1, 1, 1384561436.699180
4, 458761, 4, 1384561436.795175
33, 1, 1, 1384561436.795183
4, 458774, 4, 1384561436.811163
31, 0, 1, 1384561436.811170
4, 458759, 4, 1384561436.819152
32, 0, 1, 1384561436.819157
4, 458766, 4, 1384561436.819162
37, 0, 1, 1384561436.819164
4, 458765, 4, 1384561436.819169
36, 1, 1, 1384561436.819172
4, 458767, 4, 1384561436.827129
38, 0, 1, 1384561436.827136
4, 458761, 4, 1384561436.851164
33, 0, 1, 1384561436.851170
4, 458765, 4, 1384561436.899165
36, 0, 1, 1384561436.899171
4, 458767, 4, 1384561437.811169
38, 1, 1, 1384561437.811177
4, 458756, 4, 1384561437.819165
30, 1, 1, 1384561437.819172
4, 458774, 4, 1384561437.851109
31, 1, 1, 1384561437.851114
4, 458766, 4, 1384561437.859160
37, 1, 1, 1384561437.859167
4, 458765, 4, 1384561437.891139
36, 1, 1, 1384561437.891148
4, 458766, 4, 1384561437.899160
37, 0, 1, 1384561437.899166
4, 458767, 4, 1384561437.907125
38, 0, 1, 1384561437.907132
4, 458761, 4, 1384561437.931155
33, 1, 1, 1384561437.931162
4, 458756, 4, 1384561437.979164
30, 0, 1, 1384561437.979171
4, 458774, 4, 1384561437.979176
31, 0, 1, 1384561437.979179
4, 458766, 4, 1384561438.11149
37, 1, 1, 1384561438.11156
4, 458760, 4, 1384561438.75154
18, 1, 1, 1384561438.75161
4, 458765, 4, 1384561438.83154
36, 0, 1, 1384561438.83161
4, 458766, 4, 1384561438.99143
37, 0, 1, 1384561438.99148
4, 458778, 4, 1384561438.123155
17, 1, 1, 1384561438.123162
4, 458761, 4, 1384561438.163157
33, 0, 1, 1384561438.163164
4, 458765, 4, 1384561438.179145
36, 1, 1, 1384561438.179151
4, 458766, 4, 1384561438.179156
37, 1, 1, 1384561438.179159
4, 458765, 4, 1384561438.291158
36, 0, 1, 1384561438.291165
4, 458766, 4, 1384561438.299147
37, 0, 1, 1384561438.299152
4, 458760, 4, 1384561438.307139
18, 0, 1, 1384561438.307143
4, 458761, 4, 1384561438.307149
33, 1, 1, 1384561438.307152
4, 458778, 4, 1384561438.323153
17, 0, 1, 1384561438.323159
4, 458756, 4, 1384561438.387150
30, 1, 1, 1384561438.387157
4, 458766, 4, 1384561438.411152
37, 1, 1, 1384561438.411160
4, 458765, 4, 1384561438.419117
36, 1, 1, 1384561438.419125
4, 458761, 4, 1384561438.467161
33, 0, 1, 1384561438.467169
4, 458774, 4, 1384561438.475143
31, 1, 1, 1384561438.475149
4, 458765, 4, 1384561438.483121
36, 0, 1, 1384561438.483129
4, 458766, 4, 1384561438.499151
37, 0, 1, 1384561438.499158
4, 458796, 4, 1384561438.531126
57, 1, 1, 1384561438.531134
4, 458761, 4, 1384561438.587151
33, 1, 1, 1384561438.587158
4, 458756, 4, 1384561438.603149
30, 0, 1, 1384561438.603155
4, 458774, 4, 1384561438.619125
31, 0, 1, 1384561438.619131
4, 458796, 4, 1384561438.675148
57, 0, 1, 1384561438.675154
4, 458774, 4, 1384561438.691139
31, 1, 1, 1384561438.691145
4, 458765, 4, 1384561438.699147
36, 1, 1, 1384561438.699154
4, 458761, 4, 1384561438.715150
33, 0, 1, 1384561438.715158
4, 458759, 4, 1384561438.731103
32, 1, 1, 1384561438.731108
4, 458763, 4, 1384561438.747153
35, 1, 1, 1384561438.747160
4, 458765, 4, 1384561438.771152
36, 0, 1, 1384561438.771159
4, 458761, 4, 1384561438.795144
33, 1, 1, 1384561438.795151
4, 458759, 4, 1384561438.827128
32, 0, 1, 1384561438.827135
4, 458763, 4, 1384561438.883153
35, 0, 1, 1384561438.883160
4, 458761, 4, 1384561438.931148
33, 0, 1, 1384561438.931154
4, 458759, 4, 1384561438.947137
32, 1, 1, 1384561438.947143
4, 458763, 4, 1384561438.971150
35, 1, 1, 1384561438.971157
4, 458761, 4, 1384561439.19157
33, 1, 1, 1384561439.19164
4, 458796, 4, 1384561439.43153
57, 1, 1, 1384561439.43161
4, 458759, 4, 1384561439.67157
32, 0, 1, 1384561439.67165
4, 458774, 4, 1384561439.91146
31, 0, 1, 1384561439.91153
4, 458763, 4, 1384561439.99131
35, 0, 1, 1384561439.99136
4, 458756, 4, 1384561439.123137
30, 1, 1, 1384561439.123143
4, 458766, 4, 1384561439.147152
37, 1, 1, 1384561439.147159
4, 458761, 4, 1384561439.163094
33, 0, 1, 1384561439.163098
4, 458774, 4, 1384561439.163100
31, 1, 1, 1384561439.163102
4, 458765, 4, 1384561439.163105
36, 1, 1, 1384561439.163106
4, 458765, 4, 1384561439.187130
36, 0, 1, 1384561439.187137
4, 458766, 4, 1384561439.203110
37, 0, 1, 1384561439.203116
4, 458759, 4, 1384561439.211144
32, 1, 1, 1384561439.211151
4, 458761, 4, 1384561439.251098
33, 1, 1, 1384561439.251102
4, 458756, 4, 1384561439.259154
30, 0, 1, 1384561439.259161
4, 458759, 4, 1384561439.275134
32, 0, 1, 1384561439.275139
4, 458763, 4, 1384561439.275145
35, 1, 1, 1384561439.275148
4, 458774, 4, 1384561439.307081
31, 0, 1, 1384561439.307086
4, 458761, 4, 1384561439.363077
33, 0, 1, 1384561439.363080
4, 458763, 4, 1384561439.371076
35, 0, 1, 1384561439.371080
4, 458756, 4, 1384561439.371082
30, 1, 1, 1384561439.371084
4, 458774, 4, 1384561439.379074
31, 1, 1, 1384561439.379078
4, 458759, 4, 1384561439.427075
32, 1, 1, 1384561439.427079
4, 458796, 4, 1384561439.443076
57, 0, 1, 1384561439.443079
4, 458756, 4, 1384561439.451077
30, 0, 1, 1384561439.451080
4, 458761, 4, 1384561439.467078
33, 1, 1, 1384561439.467082
4, 458796, 4, 1384561439.475076
57, 1, 1, 1384561439.475081
4, 458763, 4, 1384561439.483124
35, 1, 1, 1384561439.483128
4, 458759, 4, 1384561439.515155
32, 0, 1, 1384561439.515163
4, 458774, 4, 1384561439.531144
31, 0, 1, 1384561439.531150
4, 458763, 4, 1384561439.587140
35, 0, 1, 1384561439.587146
4, 458756, 4, 1384561439.595127
30, 1, 1, 1384561439.595133
4, 458774, 4, 1384561439.603100
31, 1, 1, 1384561439.603107
4, 458761, 4, 1384561439.611142
33, 0, 1, 1384561439.611148
4, 458763, 4, 1384561439.683111
35, 1, 1, 1384561439.683119
4, 458761, 4, 1384561439.707150
33, 1, 1, 1384561439.707158
4, 458756, 4, 1384561439.723097
30, 0, 1, 1384561439.723100
4, 458774, 4, 1384561439.747144
31, 0, 1, 1384561439.747150
4, 458756, 4, 1384561439.819140
30, 1, 1, 1384561439.819147
4, 458803, 4, 1384561439.827142
39, 1, 1, 1384561439.827150
4, 458763, 4, 1384561439.843142
35, 0, 1, 1384561439.843149
4, 458774, 4, 1384561439.851121
31, 1, 1, 1384561439.851129
4, 458761, 4, 1384561439.875143
33, 0, 1, 1384561439.875150
4, 458760, 4, 1384561439.891090
18, 1, 1, 1384561439.891095
4, 458756, 4, 1384561439.955131
30, 0, 1, 1384561439.955138
4, 458803, 4, 1384561439.955143
39, 0, 1, 1384561439.955145
4, 458763, 4, 1384561439.955149
35, 1, 1, 1384561439.955152
4, 458761, 4, 1384561439.955156
33, 1, 1, 1384561439.955158
4, 458760, 4, 1384561439.995095
18, 0, 1, 1384561439.995099
4, 458774, 4, 1384561440.11137
31, 0, 1, 1384561440.11143
4, 458763, 4, 1384561440.115146
35, 0, 1, 1384561440.115152
4, 458761, 4, 1384561440.131134
33, 0, 1, 1384561440.131139
4, 458774, 4, 1384561440.139130
31, 1, 1, 1384561440.139137
4, 458759, 4, 1384561440.155138
32, 1, 1, 1384561440.155145
4, 458763, 4, 1384561440.163137
35, 1, 1, 1384561440.163144
4, 458761, 4, 1384561440.259143
33, 1, 1, 1384561440.259151
4, 458774, 4, 1384561440.315143
31, 0, 1, 1384561440.315150
4, 458759, 4, 1384561440.315155
32, 0, 1, 1384561440.315157
4, 458766, 4, 1384561440.315162
37, 1, 1, 1384561440.315165
4, 458765, 4, 1384561440.315169
36, 1, 1, 1384561440.315171
4, 458763, 4, 1384561440.331142
35, 0, 1, 1384561440.331149
4, 458763, 4, 1384561440.387138
35, 1, 1, 1384561440.387146
4, 458766, 4, 1384561440.395139
37, 0, 1, 1384561440.395146
4, 458774, 4, 1384561440.403133
31, 1, 1, 1384561440.403139
4, 458761, 4, 1384561440.411134
33, 0, 1, 1384561440.411140
4, 458765, 4, 1384561440.419112
36, 0, 1, 1384561440.419119
4, 458759, 4, 1384561440.427085
32, 1, 1, 1384561440.427090
4, 458761, 4, 1384561440.483120
33, 1, 1, 1384561440.483128
4, 458796, 4, 1384561440.515107
57, 0, 1, 1384561440.515116
4, 458765, 4, 1384561440.515121
36, 1, 1, 1384561440.515125
4, 458763, 4, 1384561440.531143
35, 0, 1, 1384561440.531151
4, 458766, 4, 1384561440.539137
37, 1, 1, 1384561440.539144
4, 458759, 4, 1384561440.547110
32, 0, 1, 1384561440.547119
4, 458774, 4, 1384561440.555083
31, 0, 1, 1384561440.555087
4, 458796, 4, 1384561440.627136
57, 1, 1, 1384561440.627144
4, 458766, 4, 1384561440.643141
37, 0, 1, 1384561440.643148
4, 458765, 4, 1384561440.651115
36, 0, 1, 1384561440.651122
4, 458763, 4, 1384561440.659088
35, 1, 1, 1384561440.659092
4, 458763, 4, 1384561440.771145
35, 0, 1, 1384561440.771153
4, 458765, 4, 1384561440.771158
36, 1, 1, 1384561440.771162
4, 458796, 4, 1384561440.779134
57, 0, 1, 1384561440.779140
4, 458766, 4, 1384561440.803114
