=====================================================================
Created: 2013-11-15 16:24:46.484601
=====================================================================

CODE | VALUE | TYPE | TIME
4, 458792, 4, 1384561486.514843
28, 0, 1, 1384561486.514850
4, 458770, 4, 1384561487.778834
24, 1, 1, 1384561487.778842
4, 458770, 4, 1384561487.866835
24, 0, 1, 1384561487.866842
4, 458760, 4, 1384561487.962827
18, 1, 1, 1384561487.962835
4, 458769, 4, 1384561487.970824
49, 1, 1, 1384561487.970831
4, 458769, 4, 1384561488.82828
49, 0, 1, 1384561488.82835
4, 458760, 4, 1384561488.106810
18, 0, 1, 1384561488.106815
4, 458796, 4, 1384561488.338800
57, 1, 1, 1384561488.338807
4, 458796, 4, 1384561488.482792
57, 0, 1, 1384561488.482800
4, 458794, 4, 1384561488.666811
14, 1, 1, 1384561488.666818
4, 458794, 4, 1384561488.738823
14, 0, 1, 1384561488.738830
4, 458794, 4, 1384561488.842814
14, 1, 1, 1384561488.842821
4, 458794, 4, 1384561488.922827
14, 0, 1, 1384561488.922833
4, 458794, 4, 1384561489.10811
14, 1, 1, 1384561489.10818
4, 458794, 4, 1384561489.98804
14, 0, 1, 1384561489.98811
4, 458769, 4, 1384561489.242767
49, 1, 1, 1384561489.242771
4, 458760, 4, 1384561489.330824
18, 1, 1, 1384561489.330832
4, 458769, 4, 1384561489.354818
49, 0, 1, 1384561489.354826
4, 458760, 4, 1384561489.442820
18, 0, 1, 1384561489.442826
4, 458796, 4, 1384561489.458805
57, 1, 1, 1384561489.458812
4, 458796, 4, 1384561489.546817
57, 0, 1, 1384561489.546825
4, 458775, 4, 1384561489.546830
20, 1, 1, 1384561489.546834
4, 458778, 4, 1384561489.602823
17, 1, 1, 1384561489.602830
4, 458775, 4, 1384561489.658763
20, 0, 1, 1384561489.658767
4, 458770, 4, 1384561489.682797
24, 1, 1, 1384561489.682804
4, 458778, 4, 1384561489.730822
17, 0, 1, 1384561489.730829
4, 458770, 4, 1384561489.778813
24, 0, 1, 1384561489.778818
4, 458796, 4, 1384561489.786802
57, 1, 1, 1384561489.786808
4, 458796, 4, 1384561489.890818
57, 0, 1, 1384561489.890826
4, 458775, 4, 1384561490.42808
20, 1, 1, 1384561490.42815
4, 458763, 4, 1384561490.106811
35, 1, 1, 1384561490.106818
4, 458775, 4, 1384561490.146762
20, 0, 1, 1384561490.146766
4, 458773, 4, 1384561490.242758
19, 1, 1, 1384561490.242762
4, 458763, 4, 1384561490.250813
35, 0, 1, 1384561490.250820
4, 458760, 4, 1384561490.298812
18, 1, 1, 1384561490.298820
4, 458773, 4, 1384561490.378811
19, 0, 1, 1384561490.378819
4, 458760, 4, 1384561490.434805
18, 0, 1, 1384561490.434810
4, 458760, 4, 1384561490.490816
18, 1, 1, 1384561490.490824
4, 458796, 4, 1384561490.562817
57, 1, 1, 1384561490.562825
4, 458760, 4, 1384561490.602759
18, 0, 1, 1384561490.602762
4, 458796, 4, 1384561490.698813
57, 0, 1, 1384561490.698821
4, 458761, 4, 1384561490.738763
33, 1, 1, 1384561490.738769
4, 458770, 4, 1384561490.794814
24, 1, 1, 1384561490.794822
4, 458761, 4, 1384561490.834814
33, 0, 1, 1384561490.834821
4, 458776, 4, 1384561490.866796
22, 1, 1, 1384561490.866803
4, 458770, 4, 1384561490.914811
24, 0, 1, 1384561490.914818
4, 458773, 4, 1384561490.946807
19, 1, 1, 1384561490.946815
4, 458776, 4, 1384561491.2813
22, 0, 1, 1384561491.2819
4, 458773, 4, 1384561491.58805
19, 0, 1, 1384561491.58811
4, 458796, 4, 1384561491.74791
57, 1, 1, 1384561491.74798
4, 458796, 4, 1384561491.170808
57, 0, 1, 1384561491.170815
4, 458761, 4, 1384561491.314804
33, 1, 1, 1384561491.314811
4, 458764, 4, 1384561491.378804
23, 1, 1, 1384561491.378811
4, 458761, 4, 1384561491.426806
33, 0, 1, 1384561491.426813
4, 458764, 4, 1384561491.522806
23, 0, 1, 1384561491.522813
4, 458777, 4, 1384561491.530796
47, 1, 1, 1384561491.530803
4, 458760, 4, 1384561491.610807
18, 1, 1, 1384561491.610815
4, 458777, 4, 1384561491.690809
47, 0, 1, 1384561491.690817
4, 458796, 4, 1384561491.706791
57, 1, 1, 1384561491.706798
4, 458760, 4, 1384561491.722800
18, 0, 1, 1384561491.722807
4, 458796, 4, 1384561491.818807
57, 0, 1, 1384561491.818814
4, 458774, 4, 1384561491.882793
31, 1, 1, 1384561491.882799
4, 458764, 4, 1384561491.962806
